Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Order Year,Order Month
5111,CA-2014-138450,,,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",186.91,6.00,20.00%,-35.05,-19%,1900,1
5112,CA-2014-138450,,,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",10.05,4.00,20.00%,3.14,31%,1900,1
5113,CA-2015-153073,,,Same Day,HA-14905,Helen Abelman,Consumer,United States,Chicago,Illinois,60610.00,Central,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",17.50,9.00,60.00%,-7.44,-43%,1900,1
5114,CA-2016-147970,,02-02-2016,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas,75220.00,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.55,3.00,20.00%,5.44,35%,1900,1
5115,CA-2016-150658,,,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Carlsbad,New Mexico,88220.00,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,10.78,3.00,20.00%,3.37,31%,1900,1
5116,CA-2017-125640,,,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-LA-10004178,Office Supplies,Labels,Avery 491,3.30,1.00,20.00%,1.07,33%,1900,1
5117,CA-2017-154137,11-11-2017,,Standard Class,MT-17815,Meg Tillman,Consumer,United States,New York City,New York,10009.00,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,35.48,1.00,0.00%,0.00,0%,2017,11
5118,CA-2015-127173,,10-03-2015,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572.00,East,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800-Box",34.44,3.00,0.00%,16.19,47%,1900,1
5119,CA-2015-127173,,10-03-2015,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572.00,East,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.93,7.00,0.00%,296.07,47%,1900,1
5120,CA-2015-127173,,10-03-2015,Standard Class,GM-14500,Gene McClure,Consumer,United States,Oceanside,New York,11572.00,East,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,79.06,9.00,20.00%,28.66,36%,1900,1
5121,CA-2014-149538,04-04-2014,04-08-2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.00,South,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,232.55,5.00,0.00%,9.30,4%,2014,4
5122,CA-2014-149538,04-04-2014,04-08-2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.00,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2.00,0.00%,42.99,43%,2014,4
5123,CA-2014-149538,04-04-2014,04-08-2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.00,South,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,3.00,0.00%,9.33,48%,2014,4
5124,CA-2014-149538,04-04-2014,04-08-2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.00,South,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,12.96,2.00,0.00%,6.35,49%,2014,4
5125,CA-2014-160766,,,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.00,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,464.29,9.00,40.00%,-108.33,-23%,1900,1
5126,CA-2014-160766,,,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.00,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,68.46,7.00,0.00%,31.49,46%,1900,1
5127,CA-2014-160766,,,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.00,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,4.00,0.00%,1371.98,49%,1900,1
5128,CA-2014-160766,,,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.00,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.30,2.00,0.00%,198.43,33%,1900,1
5129,CA-2014-160766,,,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.00,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,1.00,0.00%,4.42,26%,1900,1
5130,CA-2014-160766,,,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.00,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,287.97,3.00,0.00%,80.63,28%,1900,1
5131,CA-2014-160766,,,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.00,East,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,44.82,9.00,0.00%,21.07,47%,1900,1
5132,CA-2017-146626,,01-05-2018,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Anaheim,California,92804.00,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,101.12,8.00,0.00%,37.41,37%,1900,1
5133,CA-2015-123330,,,Standard Class,EP-13915,Emily Phan,Consumer,United States,Deltona,Florida,32725.00,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,107.98,3.00,20.00%,37.79,35%,1900,1
5134,CA-2017-155607,,,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009.00,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73,7.00,0.00%,14.68,25%,1900,1
5135,CA-2017-155607,,,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10009.00,East,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,93.34,4.00,20.00%,32.67,35%,1900,1
5136,CA-2016-151323,,,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Seattle,Washington,98103.00,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.05,5.00,0.00%,8.18,48%,1900,1
5137,CA-2015-146696,,,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Diego,California,92105.00,West,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8.10,2.00,20.00%,2.73,34%,1900,1
5138,CA-2016-128972,,,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Oklahoma City,Oklahoma,73120.00,Central,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,4.00,0.00%,13.05,43%,1900,1
5139,CA-2017-128335,,10-05-2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Mount Vernon,New York,10550.00,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3.00,0.00%,10.97,47%,1900,1
5140,CA-2017-128335,,10-05-2017,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Mount Vernon,New York,10550.00,East,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1-2""",51.55,5.00,0.00%,24.23,47%,1900,1
5141,CA-2015-154886,11-08-2015,11-12-2015,Standard Class,SW-20455,Shaun Weien,Consumer,United States,San Francisco,California,94109.00,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,119.90,2.00,0.00%,43.16,36%,2015,8
5142,CA-2016-111213,04-01-2016,04-05-2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.00,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.49,6.00,10.00%,292.78,22%,2016,1
5143,CA-2016-111213,04-01-2016,04-05-2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.00,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,63.84,8.00,0.00%,18.51,29%,2016,1
5144,CA-2016-111213,04-01-2016,04-05-2016,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,10009.00,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.59,1.00,20.00%,1.12,31%,2016,1
5145,CA-2017-161333,02-02-2017,02-07-2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045.00,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1-2"" Diameter Grantwood Wall Clock",86.26,2.00,0.00%,29.33,34%,2017,2
5146,CA-2017-161333,02-02-2017,02-07-2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045.00,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,4.00,0.00%,38.93,28%,2017,2
5147,CA-2017-161333,02-02-2017,02-07-2017,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045.00,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.80,4.00,0.00%,16.38,35%,2017,2
5148,CA-2017-128734,,,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224.00,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.54,4.00,20.00%,1.92,23%,1900,1
5149,CA-2017-128734,,,Standard Class,JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224.00,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,842.38,3.00,20.00%,105.30,13%,1900,1
5150,CA-2014-141796,,,Same Day,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561.00,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,3.00,0.00%,352.31,29%,1900,1
5151,CA-2017-125101,03-06-2017,03-10-2017,Second Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94109.00,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,2.00,0.00%,16.95,25%,2017,6
5152,CA-2017-169929,,,First Class,LS-17200,Luke Schmidt,Corporate,United States,Helena,Montana,59601.00,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,39.90,5.00,0.00%,10.37,26%,1900,1
5153,US-2014-121566,,07-06-2014,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011.00,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.69,1.00,20.00%,0.84,31%,1900,1
5154,US-2014-121566,,07-06-2014,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011.00,East,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.60,3.00,0.00%,2.90,44%,1900,1
5155,US-2015-124219,08-07-2015,08-08-2015,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122.00,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.40,4.00,0.00%,13.06,46%,2015,7
5156,US-2015-124219,08-07-2015,08-08-2015,First Class,KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122.00,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,3.00,0.00%,34.07,16%,2015,7
5157,CA-2017-163006,,07-04-2017,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653.00,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.58,2.00,20.00%,125.20,13%,1900,1
5158,CA-2017-163006,,07-04-2017,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653.00,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel-Tilt Chairs,569.06,3.00,30.00%,-178.85,-31%,1900,1
5159,CA-2017-163006,,07-04-2017,Second Class,GH-14410,Gary Hansen,Home Office,United States,Chicago,Illinois,60653.00,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1-2"" Wall Clock",14.22,2.00,60.00%,-10.31,-73%,1900,1
5160,CA-2015-156146,,,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345.00,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,105.58,2.00,20.00%,9.24,9%,1900,1
5161,CA-2015-156146,,,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,Peoria,Arizona,85345.00,West,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,68.72,2.00,20.00%,-14.60,-21%,1900,1
5162,CA-2014-111192,,08-05-2014,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Seattle,Washington,98103.00,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,8.00,0.00%,259.89,19%,1900,1
5163,CA-2016-115378,,,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Taylor,Michigan,48180.00,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2.00,0.00%,33.22,11%,1900,1
5164,CA-2015-161627,07-06-2015,07-11-2015,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104.00,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.35,3.00,20.00%,-17.04,-10%,2015,6
5165,CA-2014-121006,11-10-2014,,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.00,Central,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.90,2.00,0.00%,1.52,39%,2014,10
5166,CA-2014-121006,11-10-2014,,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.00,Central,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,12.84,3.00,0.00%,5.78,45%,2014,10
5167,CA-2014-121006,11-10-2014,,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.00,Central,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),15.84,3.00,0.00%,7.13,45%,2014,10
5168,CA-2014-121006,11-10-2014,,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.00,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,3.00,0.00%,112.79,20%,2014,10
5169,CA-2014-121006,11-10-2014,,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.00,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,62.94,3.00,0.00%,11.96,19%,2014,10
5170,CA-2014-121006,11-10-2014,,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.00,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3.00,0.00%,160.62,30%,2014,10
5171,CA-2016-122903,,,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205.00,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.90,5.00,0.00%,700.98,20%,1900,1
5172,CA-2016-122903,,,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205.00,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,144.12,3.00,0.00%,69.18,48%,1900,1
5173,CA-2016-122903,,,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205.00,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,314.55,3.00,0.00%,150.98,48%,1900,1
5174,CA-2015-107741,03-08-2015,03-10-2015,First Class,FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,81001.00,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.41,1.00,20.00%,0.89,26%,2015,8
5175,CA-2017-106432,,,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706.00,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3-8""",2.07,2.00,80.00%,-3.52,-170%,1900,1
5176,CA-2017-106432,,,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Waco,Texas,76706.00,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.40,3.00,32.00%,-91.76,-28%,1900,1
5177,CA-2016-148908,11-05-2016,11-08-2016,First Class,JH-15985,Joseph Holt,Consumer,United States,San Francisco,California,94109.00,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.25,2.00,20.00%,19.97,38%,2016,5
5178,CA-2016-123015,,,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,New York City,New York,10024.00,East,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.99,3.00,20.00%,1.68,34%,1900,1
5179,US-2015-120502,,,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036.00,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,37.68,2.00,0.00%,15.83,42%,1900,1
5180,US-2015-120502,,,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036.00,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,258.58,2.00,20.00%,19.39,8%,1900,1
5181,US-2015-120502,,,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036.00,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,2.00,0.00%,29.58,39%,1900,1
5182,CA-2017-108749,09-12-2017,,First Class,DJ-13510,Don Jones,Corporate,United States,Woonsocket,Rhode Island,2895.00,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,45.36,7.00,0.00%,21.77,48%,2017,12
5183,CA-2017-108749,09-12-2017,,First Class,DJ-13510,Don Jones,Corporate,United States,Woonsocket,Rhode Island,2895.00,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,45.78,3.00,0.00%,22.89,50%,2017,12
5184,CA-2017-163335,,,First Class,AG-10675,Anna Gayman,Consumer,United States,Columbus,Georgia,31907.00,South,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,40.29,3.00,0.00%,10.07,25%,1900,1
5185,CA-2017-163335,,,First Class,AG-10675,Anna Gayman,Consumer,United States,Columbus,Georgia,31907.00,South,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,38.71,7.00,0.00%,17.81,46%,1900,1
5186,CA-2015-134719,10-10-2015,,Standard Class,JD-15790,John Dryer,Consumer,United States,Jacksonville,Florida,32216.00,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.63,6.00,20.00%,-337.81,-19%,2015,10
5187,US-2015-154389,,12-03-2015,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Philadelphia,Pennsylvania,19140.00,East,TEC-PH-10002789,Technology,Phones,LG Exalt,748.75,8.00,40.00%,-162.23,-22%,1900,1
5188,CA-2015-115567,,,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Columbus,Indiana,47201.00,Central,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,199.96,4.00,0.00%,16.00,8%,1900,1
5189,CA-2015-115567,,,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Columbus,Indiana,47201.00,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.20,7.00,0.00%,394.21,26%,1900,1
5190,US-2017-136679,,,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,77506.00,Central,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,167.95,6.00,20.00%,-27.29,-16%,1900,1
5191,US-2017-136679,,,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,77506.00,Central,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2.00,20.00%,4.50,10%,1900,1
5192,US-2017-141943,05-05-2017,05-09-2017,Standard Class,DK-12985,Darren Koutras,Consumer,United States,San Francisco,California,94122.00,West,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2.00,0.00%,11.58,50%,2017,5
5193,CA-2014-101560,,12-01-2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203.00,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.60,5.00,0.00%,43.74,11%,1900,1
5194,CA-2014-101560,,12-01-2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203.00,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,85.96,7.00,0.00%,40.40,47%,1900,1
5195,CA-2014-101560,,12-01-2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203.00,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,4.00,0.00%,4.33,33%,1900,1
5196,CA-2014-101560,,12-01-2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203.00,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9-16"" Spine, Black",45.66,3.00,0.00%,22.37,49%,1900,1
5197,CA-2014-159709,05-10-2014,,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031.00,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3.00,0.00%,77.48,49%,2014,10
5198,CA-2014-159709,05-10-2014,,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031.00,West,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.60,5.00,20.00%,4.36,10%,2014,10
5199,CA-2016-103982,03-03-2016,03-08-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.00,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.07,3.00,20.00%,-786.01,-20%,2016,3
5200,CA-2016-103982,03-03-2016,03-08-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.00,Central,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3-4""-Long",2.30,1.00,20.00%,0.78,34%,2016,3
5201,CA-2016-103982,03-03-2016,03-08-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.00,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.98,3.00,20.00%,32.40,8%,2016,3
5202,CA-2016-103982,03-03-2016,03-08-2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664.00,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1-Pack",41.72,7.00,20.00%,5.74,14%,2016,3
5203,CA-2015-142454,,,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601.00,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,104.23,7.00,0.00%,28.14,27%,1900,1
5204,CA-2015-142454,,,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601.00,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,3.00,0.00%,18.97,27%,1900,1
5205,CA-2015-102015,09-12-2015,,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.00,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2.00,0.00%,3.06,33%,2015,12
5206,CA-2015-102015,09-12-2015,,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.00,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3-8w x 5-1-4d x 20-1-2h, Black",105.98,2.00,0.00%,4.24,4%,2015,12
5207,CA-2015-102015,09-12-2015,,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.00,East,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1-4"" Capacity, Black",1.24,1.00,0.00%,0.58,47%,2015,12
5208,CA-2015-102015,09-12-2015,,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.00,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,20.70,2.00,0.00%,9.94,48%,2015,12
5209,CA-2015-102015,09-12-2015,,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.00,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),28.90,5.00,0.00%,14.16,49%,2015,12
5210,CA-2015-102015,09-12-2015,,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021.00,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",27.18,1.00,0.00%,12.77,47%,2015,12
5211,CA-2015-156755,01-12-2015,,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Newark,Delaware,19711.00,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,3.00,0.00%,120.95,26%,2015,12
5212,CA-2015-130876,05-12-2015,,Second Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10024.00,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3.00,0.00%,9.89,27%,2015,12
5213,CA-2016-145898,,,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,92374.00,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3.00,0.00%,13.89,27%,1900,1
5214,CA-2016-145898,,,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,92374.00,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,7.83,3.00,0.00%,3.60,46%,1900,1
5215,CA-2016-145898,,,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,92374.00,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,35.40,5.00,0.00%,13.45,38%,1900,1
5216,CA-2016-145898,,,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,92374.00,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),29.90,5.00,0.00%,13.46,45%,1900,1
